State/territory,SA3 code,SA3 name,Age group,Participants,Population,Participation (%),Year
NSW,11903,Hurstville,65–69,"1,586","3,029",52.4,2014-2015
NSW,11903,Hurstville,70–74,862,"2,257",38.2,2014-2015
NSW,11903,Hurstville,50–69,"7,484","15,107",49.5,2014-2015
NSW,11904,Kogarah - Rockdale,50–54,"1,665","4,178",39.8,2014-2015
NSW,11904,Kogarah - Rockdale,55–59,"1,895","3,869",49.0,2014-2015
NSW,11904,Kogarah - Rockdale,60–64,"1,777","3,440",51.7,2014-2015
NSW,11904,Kogarah - Rockdale,65–69,"1,660","3,090",53.7,2014-2015
NSW,11904,Kogarah - Rockdale,70–74,902,"2,335",38.6,2014-2015
NSW,11904,Kogarah - Rockdale,50–69,"6,997","14,577",48.0,2014-2015
NSW,12001,Canada Bay,50–54,"1,261","2,850",44.2,2014-2015
NSW,12001,Canada Bay,55–59,"1,263","2,556",49.4,2014-2015
NSW,12001,Canada Bay,60–64,"1,232","2,175",56.7,2014-2015
NSW,12001,Canada Bay,65–69,"1,086","2,001",54.3,2014-2015
NSW,12001,Canada Bay,70–74,639,"1,463",43.7,2014-2015
NSW,12001,Canada Bay,50–69,"4,842","9,581",50.5,2014-2015
NSW,12002,Leichhardt,50–54,977,"1,904",51.3,2014-2015
NSW,12002,Leichhardt,55–59,904,"1,734",52.1,2014-2015
NSW,12002,Leichhardt,60–64,976,"1,674",58.3,2014-2015
NSW,12002,Leichhardt,65–69,823,"1,317",62.5,2014-2015
NSW,12002,Leichhardt,70–74,360,875,41.1,2014-2015
NSW,12002,Leichhardt,50–69,"3,680","6,630",55.5,2014-2015
NSW,12003,Strathfield - Burwood - Ashfield,50–54,"2,299","5,125",44.9,2014-2015
NSW,12003,Strathfield - Burwood - Ashfield,55–59,"2,045","4,263",48.0,2014-2015
NSW,12003,Strathfield - Burwood - Ashfield,60–64,"1,875","3,662",51.2,2014-2015
NSW,12003,Strathfield - Burwood - Ashfield,65–69,"1,461","2,808",52.0,2014-2015
NSW,12003,Strathfield - Burwood - Ashfield,70–74,808,"2,209",36.6,2014-2015
NSW,12003,Strathfield - Burwood - Ashfield,50–69,"7,680","15,858",48.4,2014-2015
NSW,12101,Chatswood - Lane Cove,50–54,"1,711","3,629",47.1,2014-2015
NSW,12101,Chatswood - Lane Cove,55–59,"1,702","3,209",53.0,2014-2015
NSW,12101,Chatswood - Lane Cove,60–64,"1,626","2,919",55.7,2014-2015
NSW,12101,Chatswood - Lane Cove,65–69,"1,483","2,486",59.7,2014-2015
NSW,12101,Chatswood - Lane Cove,70–74,819,"1,734",47.3,2014-2015
NSW,12101,Chatswood - Lane Cove,50–69,"6,521","12,243",53.3,2014-2015
NSW,12102,Hornsby,50–54,"1,443","2,942",49.0,2014-2015
NSW,12102,Hornsby,55–59,"1,384","2,596",53.3,2014-2015
NSW,12102,Hornsby,60–64,"1,280","2,126",60.2,2014-2015
NSW,12102,Hornsby,65–69,"1,185","2,038",58.1,2014-2015
NSW,12102,Hornsby,70–74,680,"1,428",47.6,2014-2015
NSW,12102,Hornsby,50–69,"5,292","9,703",54.5,2014-2015
NSW,12103,Ku-ring-gai,50–54,"2,220","4,826",46.0,2014-2015
NSW,12103,Ku-ring-gai,55–59,"1,988","3,888",51.1,2014-2015
NSW,12103,Ku-ring-gai,60–64,"1,933","3,397",56.9,2014-2015
NSW,12103,Ku-ring-gai,65–69,"1,842","3,173",58.0,2014-2015
NSW,12103,Ku-ring-gai,70–74,"1,285","2,566",50.1,2014-2015
NSW,12103,Ku-ring-gai,50–69,"7,982","15,284",52.2,2014-2015
NSW,12104,North Sydney - Mosman,50–54,"1,289","3,286",39.2,2014-2015
NSW,12104,North Sydney - Mosman,55–59,"1,338","2,939",45.5,2014-2015
NSW,12104,North Sydney - Mosman,60–64,"1,479","2,869",51.6,2014-2015
NSW,12104,North Sydney - Mosman,65–69,"1,438","2,673",53.8,2014-2015
NSW,12104,North Sydney - Mosman,70–74,868,"1,960",44.3,2014-2015
NSW,12104,North Sydney - Mosman,50–69,"5,545","11,767",47.1,2014-2015
NSW,12201,Manly,50–54,674,"1,377",48.9,2014-2015
NSW,12201,Manly,55–59,613,"1,156",53.0,2014-2015
NSW,12201,Manly,60–64,617,"1,045",59.1,2014-2015
NSW,12201,Manly,65–69,565,940,60.1,2014-2015
NSW,12201,Manly,70–74,318,747,42.6,2014-2015
NSW,12201,Manly,50–69,"2,469","4,517",54.6,2014-2015
NSW,12202,Pittwater,50–54,"1,014","2,469",41.1,2014-2015
NSW,12202,Pittwater,55–59,"1,154","2,312",49.9,2014-2015
NSW,12202,Pittwater,60–64,"1,188","2,130",55.8,2014-2015
NSW,12202,Pittwater,65–69,"1,100","1,975",55.7,2014-2015
NSW,12202,Pittwater,70–74,697,"1,450",48.1,2014-2015
NSW,12202,Pittwater,50–69,"4,456","8,887",50.1,2014-2015
NSW,12203,Warringah,50–54,"2,377","5,271",45.1,2014-2015
NSW,12203,Warringah,55–59,"2,166","4,381",49.4,2014-2015
NSW,12203,Warringah,60–64,"2,138","3,789",56.4,2014-2015
NSW,12203,Warringah,65–69,"2,127","3,583",59.4,2014-2015
NSW,12203,Warringah,70–74,"1,421","3,026",46.9,2014-2015
NSW,12203,Warringah,50–69,"8,809","17,024",51.7,2014-2015
NSW,12301,Camden,50–54,756,"2,050",36.9,2014-2015
NSW,12301,Camden,55–59,688,"1,566",43.9,2014-2015
NSW,12301,Camden,60–64,683,"1,316",51.9,2014-2015
NSW,12301,Camden,65–69,558,"1,114",50.1,2014-2015
NSW,12301,Camden,70–74,271,746,36.3,2014-2015
NSW,12301,Camden,50–69,"2,685","6,046",44.4,2014-2015
NSW,12302,Campbelltown (NSW),50–54,"2,211","5,441",40.6,2014-2015
NSW,12302,Campbelltown (NSW),55–59,"2,190","5,304",41.3,2014-2015
NSW,12302,Campbelltown (NSW),60–64,"2,065","4,648",44.4,2014-2015
NSW,12302,Campbelltown (NSW),65–69,"1,752","3,536",49.6,2014-2015
NSW,12302,Campbelltown (NSW),70–74,733,"2,166",33.8,2014-2015
NSW,12302,Campbelltown (NSW),50–69,"8,218","18,929",43.4,2014-2015
NSW,12303,Wollondilly,50–54,537,"1,415",38.0,2014-2015
NSW,12303,Wollondilly,55–59,614,"1,285",47.8,2014-2015
NSW,12303,Wollondilly,60–64,598,"1,153",51.8,2014-2015
NSW,12303,Wollondilly,65–69,527,"1,024",51.4,2014-2015
NSW,12303,Wollondilly,70–74,229,666,34.4,2014-2015
NSW,12303,Wollondilly,50–69,"2,276","4,878",46.7,2014-2015
NSW,12401,Blue Mountains,50–54,"1,197","3,055",39.2,2014-2015
NSW,12401,Blue Mountains,55–59,"1,503","3,166",47.5,2014-2015
NSW,12401,Blue Mountains,60–64,"1,583","3,076",51.5,2014-2015
NSW,12401,Blue Mountains,65–69,"1,414","2,646",53.4,2014-2015
NSW,12401,Blue Mountains,70–74,859,"1,849",46.5,2014-2015
NSW,12401,Blue Mountains,50–69,"5,697","11,943",47.7,2014-2015
NSW,12402,Blue Mountains - South,50–54,n.p.,n.p.,n.p.,2014-2015
NSW,12402,Blue Mountains - South,55–59,n.p.,n.p.,n.p.,2014-2015
NSW,12402,Blue Mountains - South,60–64,n.p.,n.p.,n.p.,2014-2015
NSW,12402,Blue Mountains - South,65–69,n.p.,n.p.,n.p.,2014-2015
NSW,12402,Blue Mountains - South,70–74,n.p.,n.p.,n.p.,2014-2015
NSW,12402,Blue Mountains - South,50–69,n.p.,n.p.,n.p.,2014-2015
NSW,12403,Penrith,50–54,"1,750","4,473",39.1,2014-2015
NSW,12403,Penrith,55–59,"2,031","4,180",48.6,2014-2015
NSW,12403,Penrith,60–64,"1,847","3,694",50.0,2014-2015
NSW,12403,Penrith,65–69,"1,603","3,111",51.5,2014-2015
NSW,12403,Penrith,70–74,766,"1,946",39.4,2014-2015
NSW,12403,Penrith,50–69,"7,230","15,459",46.8,2014-2015
NSW,12404,Richmond - Windsor,50–54,n.p.,n.p.,n.p.,2014-2015
NSW,12404,Richmond - Windsor,55–59,n.p.,n.p.,n.p.,2014-2015
NSW,12404,Richmond - Windsor,60–64,n.p.,n.p.,n.p.,2014-2015
NSW,12404,Richmond - Windsor,65–69,n.p.,n.p.,n.p.,2014-2015
NSW,12404,Richmond - Windsor,70–74,n.p.,n.p.,n.p.,2014-2015
NSW,12404,Richmond - Windsor,50–69,n.p.,n.p.,n.p.,2014-2015
NSW,12405,St Marys,50–54,729,"2,105",34.6,2014-2015
NSW,12405,St Marys,55–59,818,"1,921",42.6,2014-2015
NSW,12405,St Marys,60–64,690,"1,373",50.3,2014-2015
NSW,12405,St Marys,65–69,534,"1,078",49.5,2014-2015
NSW,12405,St Marys,70–74,287,709,40.5,2014-2015
NSW,12405,St Marys,50–69,"2,770","6,476",42.8,2014-2015
NSW,12501,Auburn,50–54,950,"2,499",38.0,2014-2015
NSW,12501,Auburn,55–59,"1,072","2,423",44.2,2014-2015
NSW,12501,Auburn,60–64,827,"1,726",47.9,2014-2015
NSW,12501,Auburn,65–69,579,"1,240",46.7,2014-2015
NSW,12501,Auburn,70–74,303,935,32.4,2014-2015
NSW,12501,Auburn,50–69,"3,428","7,888",43.5,2014-2015
NSW,12502,Carlingford,50–54,910,"2,460",37.0,2014-2015
NSW,12502,Carlingford,55–59,945,"2,140",44.1,2014-2015
NSW,12502,Carlingford,60–64,926,"1,826",50.7,2014-2015
NSW,12502,Carlingford,65–69,768,"1,545",49.7,2014-2015
NSW,12502,Carlingford,70–74,467,"1,175",39.8,2014-2015
NSW,12502,Carlingford,50–69,"3,548","7,971",44.5,2014-2015
NSW,12503,Merrylands - Guildford,50–54,"1,693","4,445",38.1,2014-2015
NSW,12503,Merrylands - Guildford,55–59,"1,768","4,071",43.4,2014-2015
NSW,12503,Merrylands - Guildford,60–64,"1,664","3,414",48.8,2014-2015
NSW,12503,Merrylands - Guildford,65–69,"1,302","2,814",46.3,2014-2015
NSW,12503,Merrylands - Guildford,70–74,751,"2,113",35.5,2014-2015
NSW,12503,Merrylands - Guildford,50–69,"6,427","14,744",43.6,2014-2015
NSW,12504,Parramatta,n.p.,n.p.,n.p.,n.p.,2014-2015
NSW,12504,Parramatta,n.p.,n.p.,n.p.,n.p.,2014-2015
NSW,12504,Parramatta,n.p.,n.p.,n.p.,n.p.,2014-2015
NSW,12504,Parramatta,n.p.,n.p.,n.p.,n.p.,2014-2015
NSW,12504,Parramatta,n.p.,n.p.,n.p.,n.p.,2014-2015
NSW,12504,Parramatta,n.p.,n.p.,n.p.,n.p.,2014-2015
NSW,12504,Parramatta,n.p.,n.p.,n.p.,n.p.,2014-2015
NSW,12601,Pennant Hills - Epping,50–54,868,"1,900",45.7,2014-2015
NSW,12601,Pennant Hills - Epping,55–59,888,"1,770",50.1,2014-2015
NSW,12601,Pennant Hills - Epping,60–64,823,"1,396",59.0,2014-2015
NSW,12601,Pennant Hills - Epping,65–69,639,"1,181",54.1,2014-2015
NSW,12601,Pennant Hills - Epping,70–74,410,900,45.6,2014-2015
NSW,12601,Pennant Hills - Epping,50–69,"3,217","6,247",51.5,2014-2015
NSW,12602,Ryde - Hunters Hill,50–54,"2,001","4,302",46.5,2014-2015
NSW,12602,Ryde - Hunters Hill,55–59,"2,085","4,035",51.7,2014-2015
NSW,12602,Ryde - Hunters Hill,60–64,"1,954","3,545",55.1,2014-2015
NSW,12602,Ryde - Hunters Hill,65–69,"1,616","2,954",54.7,2014-2015
NSW,12602,Ryde - Hunters Hill,70–74,969,"2,245",43.2,2014-2015
NSW,12602,Ryde - Hunters Hill,50–69,"7,655","14,837",51.6,2014-2015
NSW,12701,Bringelly - Green Valley,50–54,"1,276","3,079",41.4,2014-2015
NSW,12701,Bringelly - Green Valley,55–59,"1,171","2,772",42.2,2014-2015
NSW,12701,Bringelly - Green Valley,60–64,"1,006","2,014",49.9,2014-2015
NSW,12701,Bringelly - Green Valley,65–69,693,"1,577",44.0,2014-2015
NSW,12701,Bringelly - Green Valley,70–74,315,"1,200",26.2,2014-2015
NSW,12701,Bringelly - Green Valley,50–69,"4,146","9,442",43.9,2014-2015
NSW,12702,Fairfield,50–54,"2,805","6,775",41.4,2014-2015
NSW,12702,Fairfield,55–59,"3,120","6,376",48.9,2014-2015
NSW,12702,Fairfield,60–64,"2,807","5,259",53.4,2014-2015
NSW,12702,Fairfield,65–69,"2,009","4,031",49.8,2014-2015
NSW,12702,Fairfield,70–74,865,"2,992",28.9,2014-2015
NSW,12702,Fairfield,50–69,"10,741","22,442",47.9,2014-2015
NSW,12703,Liverpool,50–54,"1,305","3,682",35.4,2014-2015
NSW,12703,Liverpool,55–59,"1,295","3,296",39.3,2014-2015
NSW,12703,Liverpool,60–64,"1,154","2,552",45.2,2014-2015
NSW,12703,Liverpool,65–69,948,"2,030",46.7,2014-2015
NSW,12703,Liverpool,70–74,442,"1,565",28.2,2014-2015
NSW,12703,Liverpool,50–69,"4,703","11,559",40.7,2014-2015
NSW,12801,Cronulla - Miranda - Caringbah,50–54,"1,691","3,800",44.5,2014-2015
NSW,12801,Cronulla - Miranda - Caringbah,55–59,"1,908","3,685",51.8,2014-2015
NSW,12801,Cronulla - Miranda - Caringbah,60–64,"1,864","3,153",59.1,2014-2015
NSW,12801,Cronulla - Miranda - Caringbah,65–69,"1,752","2,975",58.9,2014-2015
NSW,12801,Cronulla - Miranda - Caringbah,70–74,"1,098","2,352",46.7,2014-2015
NSW,12801,Cronulla - Miranda - Caringbah,50–69,"7,215","13,612",53.0,2014-2015
NSW,12802,Sutherland - Menai - Heathcote,50–54,"1,806","4,233",42.7,2014-2015
NSW,12802,Sutherland - Menai - Heathcote,55–59,"1,985","3,847",51.6,2014-2015
NSW,12802,Sutherland - Menai - Heathcote,60–64,"1,877","3,285",57.1,2014-2015
NSW,12802,Sutherland - Menai - Heathcote,65–69,"1,739","2,915",59.7,2014-2015
NSW,12802,Sutherland - Menai - Heathcote,70–74,927,"1,937",47.8,2014-2015
NSW,12802,Sutherland - Menai - Heathcote,50–69,"7,407","14,279",51.9,2014-2015
Vic,20101,Ballarat,50–54,"1,870","3,398",55.0,2014-2015
Vic,20101,Ballarat,55–59,"1,770","3,252",54.4,2014-2015
Vic,20101,Ballarat,60–64,"1,838","3,001",61.2,2014-2015
Vic,20101,Ballarat,65–69,"1,711","2,756",62.1,2014-2015
Vic,20101,Ballarat,70–74,893,"2,099",42.6,2014-2015
Vic,20101,Ballarat,50–69,"7,188","12,407",57.9,2014-2015
Vic,20102,Creswick - Daylesford - Ballan,50–54,538,"1,068",50.4,2014-2015
Vic,20102,Creswick - Daylesford - Ballan,55–59,557,"1,148",48.6,2014-2015
Vic,20102,Creswick - Daylesford - Ballan,60–64,642,"1,112",57.7,2014-2015
Vic,20102,Creswick - Daylesford - Ballan,65–69,553,950,58.2,2014-2015
Vic,20102,Creswick - Daylesford - Ballan,70–74,252,638,39.6,2014-2015
Vic,20102,Creswick - Daylesford - Ballan,50–69,"2,290","4,278",53.5,2014-2015
Vic,20103,Maryborough - Pyrenees,50–54,387,929,41.6,2014-2015
Vic,20103,Maryborough - Pyrenees,55–59,412,888,46.4,2014-2015
Vic,20103,Maryborough - Pyrenees,60–64,494,906,54.5,2014-2015
Vic,20103,Maryborough - Pyrenees,65–69,440,875,50.3,2014-2015
Vic,20103,Maryborough - Pyrenees,70–74,291,728,40.0,2014-2015
Vic,20103,Maryborough - Pyrenees,50–69,"1,733","3,599",48.1,2014-2015
Vic,20201,Bendigo,50–54,"1,858","3,095",60.0,2014-2015
Vic,20201,Bendigo,55–59,"1,692","3,027",55.9,2014-2015
Vic,20201,Bendigo,60–64,"1,781","2,760",64.5,2014-2015
Vic,20201,Bendigo,65–69,"1,532","2,346",65.3,2014-2015
Vic,20201,Bendigo,70–74,970,"1,828",53.0,2014-2015
Vic,20201,Bendigo,50–69,"6,863","11,227",61.1,2014-2015
Vic,20202,Heathcote - Castlemaine - Kyneton,50–54,"1,012","1,828",55.4,2014-2015
Vic,20202,Heathcote - Castlemaine - Kyneton,55–59,956,"1,748",54.7,2014-2015
Vic,20202,Heathcote - Castlemaine - Kyneton,60–64,"1,095","1,783",61.4,2014-2015
Vic,20202,Heathcote - Castlemaine - Kyneton,65–69,982,"1,534",64.0,2014-2015
Vic,20202,Heathcote - Castlemaine - Kyneton,70–74,555,"1,095",50.7,2014-2015
Vic,20202,Heathcote - Castlemaine - Kyneton,50–69,"4,046","6,894",58.7,2014-2015
Vic,20203,Loddon - Elmore,50–54,n.p.,n.p.,n.p.,2014-2015
Vic,20203,Loddon - Elmore,55–59,n.p.,n.p.,n.p.,2014-2015
Vic,20203,Loddon - Elmore,60–64,n.p.,n.p.,n.p.,2014-2015
Vic,20203,Loddon - Elmore,65–69,n.p.,n.p.,n.p.,2014-2015
Vic,20203,Loddon - Elmore,70–74,n.p.,n.p.,n.p.,2014-2015
Vic,20203,Loddon - Elmore,50–69,n.p.,n.p.,n.p.,2014-2015
Vic,20301,Barwon - West,50–54,317,659,48.1,2014-2015
Vic,20301,Barwon - West,55–59,310,591,52.6,2014-2015
Vic,20301,Barwon - West,60–64,326,529,61.5,2014-2015
Vic,20301,Barwon - West,65–69,257,413,62.2,2014-2015
Vic,20301,Barwon - West,70–74,128,266,48.0,2014-2015
Vic,20301,Barwon - West,50–69,"1,210","2,192",55.2,2014-2015
Vic,20302,Geelong,50–54,"3,577","6,415",55.8,2014-2015
Vic,20302,Geelong,55–59,"3,257","5,885",55.3,2014-2015
Vic,20302,Geelong,60–64,"3,221","5,302",60.8,2014-2015
Vic,20302,Geelong,65–69,"3,049","4,969",61.4,2014-2015
Vic,20302,Geelong,70–74,"1,715","3,728",46.0,2014-2015
Vic,20302,Geelong,50–69,"13,104","22,572",58.1,2014-2015
Vic,20303,Surf Coast - Bellarine Peninsula,50–54,"1,349","2,340",57.6,2014-2015
Vic,20303,Surf Coast - Bellarine Peninsula,55–59,"1,432","2,533",56.5,2014-2015
Vic,20303,Surf Coast - Bellarine Peninsula,60–64,"1,588","2,525",62.9,2014-2015
Vic,20303,Surf Coast - Bellarine Peninsula,65–69,"1,518","2,347",64.7,2014-2015
Vic,20303,Surf Coast - Bellarine Peninsula,70–74,846,"1,733",48.8,2014-2015
Vic,20303,Surf Coast - Bellarine Peninsula,50–69,"5,887","9,745",60.4,2014-2015
Vic,20401,Upper Goulburn Valley,50–54,"1,053","2,031",51.9,2014-2015
Vic,20401,Upper Goulburn Valley,55–59,"1,154","1,868",61.8,2014-2015
Vic,20401,Upper Goulburn Valley,60–64,"1,178","1,820",64.7,2014-2015
Vic,20401,Upper Goulburn Valley,65–69,"1,133","1,750",64.8,2014-2015
Vic,20401,Upper Goulburn Valley,70–74,601,"1,337",45.0,2014-2015
Vic,20401,Upper Goulburn Valley,50–69,"4,519","7,469",60.5,2014-2015
Vic,20402,Wangaratta - Benalla,50–54,847,"1,713",49.5,2014-2015
Vic,20402,Wangaratta - Benalla,55–59,996,"1,785",55.8,2014-2015
Vic,20402,Wangaratta - Benalla,60–64,"1,024","1,565",65.4,2014-2015
Vic,20402,Wangaratta - Benalla,65–69,981,"1,463",67.1,2014-2015
Vic,20402,Wangaratta - Benalla,70–74,607,"1,121",54.1,2014-2015
Vic,20402,Wangaratta - Benalla,50–69,"3,848","6,525",59.0,2014-2015
Vic,20403,Wodonga - Alpine,50–54,"1,093","2,465",44.3,2014-2015
Vic,20403,Wodonga - Alpine,55–59,"1,228","2,434",50.4,2014-2015
Vic,20403,Wodonga - Alpine,60–64,"1,328","2,086",63.6,2014-2015
Vic,20403,Wodonga - Alpine,65–69,"1,173","1,939",60.5,2014-2015
Vic,20403,Wodonga - Alpine,70–74,745,"1,468",50.8,2014-2015
Vic,20403,Wodonga - Alpine,50–69,"4,822","8,925",54.0,2014-2015
Vic,20501,Baw Baw,50–54,805,"1,679",47.9,2014-2015
Vic,20501,Baw Baw,55–59,849,"1,745",48.6,2014-2015
Vic,20501,Baw Baw,60–64,918,"1,635",56.2,2014-2015
Vic,20501,Baw Baw,65–69,864,"1,445",59.8,2014-2015
Vic,20501,Baw Baw,70–74,475,"1,124",42.3,2014-2015
Vic,20501,Baw Baw,50–69,"3,436","6,504",52.8,2014-2015
Vic,20502,Gippsland - East,50–54,850,"1,564",54.4,2014-2015
Vic,20502,Gippsland - East,55–59,942,"1,707",55.2,2014-2015
Vic,20502,Gippsland - East,60–64,"1,142","1,802",63.4,2014-2015
Vic,20502,Gippsland - East,65–69,"1,152","1,825",63.1,2014-2015
Vic,20502,Gippsland - East,70–74,678,"1,385",48.9,2014-2015
Vic,20502,Gippsland - East,50–69,"4,087","6,899",59.2,2014-2015
Vic,20503,Gippsland - South West,50–54,"1,100","2,055",53.5,2014-2015
Vic,20503,Gippsland - South West,55–59,"1,225","2,195",55.8,2014-2015
Vic,20503,Gippsland - South West,60–64,"1,423","2,216",64.2,2014-2015
Vic,20503,Gippsland - South West,65–69,"1,471","2,319",63.4,2014-2015
Vic,20503,Gippsland - South West,70–74,818,"1,679",48.7,2014-2015
Vic,20503,Gippsland - South West,50–69,"5,220","8,785",59.4,2014-2015
Vic,20504,Latrobe Valley,50–54,"1,352","2,651",51.0,2014-2015
Vic,20504,Latrobe Valley,55–59,"1,359","2,491",54.6,2014-2015
Vic,20504,Latrobe Valley,60–64,"1,344","2,255",59.6,2014-2015
Vic,20504,Latrobe Valley,65–69,"1,202","2,071",58.1,2014-2015
Vic,20504,Latrobe Valley,70–74,631,"1,507",41.9,2014-2015
Vic,20504,Latrobe Valley,50–69,"5,257","9,468",55.5,2014-2015
Vic,20505,Wellington,50–54,802,"1,489",53.8,2014-2015
Vic,20505,Wellington,55–59,883,"1,599",55.2,2014-2015
Vic,20505,Wellington,60–64,924,"1,484",62.2,2014-2015
Vic,20505,Wellington,65–69,776,"1,264",61.4,2014-2015
Vic,20505,Wellington,70–74,467,970,48.1,2014-2015
Vic,20505,Wellington,50–69,"3,385","5,837",58.0,2014-2015
Vic,20601,Brunswick - Coburg,50–54,"1,334","2,406",55.4,2014-2015
Vic,20601,Brunswick - Coburg,55–59,"1,124","2,082",54.0,2014-2015
Vic,20601,Brunswick - Coburg,60–64,946,"1,677",56.4,2014-2015
Vic,20601,Brunswick - Coburg,65–69,784,"1,405",55.8,2014-2015
Vic,20601,Brunswick - Coburg,70–74,409,"1,188",34.4,2014-2015
Vic,20601,Brunswick - Coburg,50–69,"4,189","7,569",55.3,2014-2015
Vic,20602,Darebin - South,50–54,931,"1,716",54.3,2014-2015
Vic,20602,Darebin - South,55–59,727,"1,363",53.3,2014-2015
Vic,20602,Darebin - South,60–64,577,"1,161",49.7,2014-2015
Vic,20602,Darebin - South,65–69,487,939,51.8,2014-2015
Vic,20602,Darebin - South,70–74,238,740,32.1,2014-2015
Vic,20602,Darebin - South,50–69,"2,723","5,180",52.6,2014-2015
Vic,20603,Essendon,50–54,"1,267","2,203",57.5,2014-2015
Vic,20603,Essendon,55–59,"1,203","1,972",61.0,2014-2015
Vic,20603,Essendon,60–64,991,"1,585",62.5,2014-2015
Vic,20603,Essendon,65–69,712,"1,196",59.5,2014-2015
Vic,20603,Essendon,70–74,410,886,46.2,2014-2015
Vic,20603,Essendon,50–69,"4,174","6,956",60.0,2014-2015
Vic,20604,Melbourne City,50–54,938,"2,212",42.4,2014-2015
Vic,20604,Melbourne City,55–59,902,"2,149",41.9,2014-2015
Vic,20604,Melbourne City,60–64,891,"1,836",48.5,2014-2015
Vic,20604,Melbourne City,65–69,721,"1,508",47.8,2014-2015
Vic,20604,Melbourne City,70–74,305,957,31.8,2014-2015
Vic,20604,Melbourne City,50–69,"3,452","7,705",44.8,2014-2015
Vic,20605,Port Phillip,50–54,"1,446","3,114",46.4,2014-2015
Vic,20605,Port Phillip,55–59,"1,271","2,703",47.0,2014-2015
Vic,20605,Port Phillip,60–64,"1,116","2,350",47.5,2014-2015
Vic,20605,Port Phillip,65–69,"1,082","2,067",52.4,2014-2015
Vic,20605,Port Phillip,70–74,493,"1,294",38.1,2014-2015
Vic,20605,Port Phillip,50–69,"4,915","10,234",48.0,2014-2015
Vic,20606,Stonnington - West,50–54,677,"1,620",41.8,2014-2015
Vic,20606,Stonnington - West,55–59,675,"1,571",43.0,2014-2015
Vic,20606,Stonnington - West,60–64,740,"1,515",48.9,2014-2015
Vic,20606,Stonnington - West,65–69,744,"1,547",48.1,2014-2015
Vic,20606,Stonnington - West,70–74,451,"1,180",38.2,2014-2015
Vic,20606,Stonnington - West,50–69,"2,836","6,253",45.4,2014-2015
Vic,20607,Yarra,50–54,"1,069","2,311",46.3,2014-2015
Vic,20607,Yarra,55–59,"1,094","2,173",50.3,2014-2015
Vic,20607,Yarra,60–64,988,"1,811",54.5,2014-2015
Vic,20607,Yarra,65–69,860,"1,569",54.8,2014-2015
Vic,20607,Yarra,70–74,352,"1,073",32.8,2014-2015
Vic,20607,Yarra,50–69,"4,011","7,865",51.0,2014-2015
Vic,20701,Boroondara,50–54,"3,215","6,331",50.8,2014-2015
Vic,20701,Boroondara,55–59,"2,874","5,490",52.3,2014-2015
Vic,20701,Boroondara,60–64,"2,750","4,684",58.7,2014-2015
Vic,20701,Boroondara,65–69,"2,456","4,182",58.7,2014-2015
Vic,20701,Boroondara,70–74,"1,311","3,126",42.0,2014-2015
Vic,20701,Boroondara,50–69,"11,296","20,687",54.6,2014-2015
Vic,20702,Manningham - West,50–54,"1,813","3,316",54.7,2014-2015
Vic,20702,Manningham - West,55–59,"1,615","3,224",50.1,2014-2015
Vic,20702,Manningham - West,60–64,"1,700","2,856",59.5,2014-2015
Vic,20702,Manningham - West,65–69,"1,788","3,104",57.6,2014-2015
